,model_out_raw,history,text,restored_text
396,"Я работаю сейчас на стройке, люблю дачу, рыбалку. Неполное высказвание: А я пока не замужем и нет семьи. Живу одна, верю в любовь. Но, видимо, ещё время не пришло.","['Привет!', 'Привет. Тебя как зовут?', 'Меня зовут Александр, можно просто Саша. А тебя как зовут?', 'Меня зовут Ирина. Приятно познакомиться. Ты из какого города?', 'И мне приятно познакомиться!', 'Учишься или работаешь? Я из Иркутска.', 'Учусь. В свободное время занимаюсь велоспортом. Я спортсмен. Регулярно участвую в соревнованиях и имею много наград, а какое у тебя хобби?', 'Велоспорт - это отлично! Планирую летом отвезти жену и детей на дачу, чтобы кататься на велосипеде всем вместе. ', 'Расскажи о себе.', 'Я работаю сейчас на стройке, люблю дачу, рыбалку.']","А я пока не замужем и нет семьи. Живу одна, верю в любовь. Но, видимо, ещё время не пришло.","А я пока не замужем и у меня нет семьи. Живу одна, верю в любовь. Но, видимо, ещё время не пришло для семьи."
397,С Испании и знаете русский? Я из Украины.,"['Привет. Как дела?', 'Привет.', 'Как у вас погода?', 'Я художник, а вы кто? Погода у нас - пасмурно, но тепло.', 'Я адвокат. А у нас погода супер, только шторм небольшой на море.', 'Откуда вы?', 'Живу в Испании, на берегу моря. А вы откуда?']",С Испании и знаете русский? Я из Украины.,Вы с Испании и знаете русский? Я из Украины.
398,В 7 классе,"['Здравствуйте.', 'Здрасте.', 'А у меня есть Мурзик и Барсик, это кот и собака.', 'Как Вас зовут?', 'Меня зовут Петенька, мне 13 лет.', 'Домашние питомцы - это хорошо. А у меня домашних питомцев нет.', 'Какие у вас увлечения?', 'Моя семья против питомцев. Я очень сильно люблю свою семью, поэтому не завожу питомцов.', 'А я терпеть не могу контрольные. Сегодня вот у меня была контрольная. Фу, хоть я и хорошист.', 'Я рыбак. Часто езжу на реку ловить рыбу. В каком классе ты учишься?']",В 7,Я учусь в 7 классе.
399,"Да, лебедя на пруду, а Макс и Вика мешают, как всегда, это мои дети. У тебя есть мечта? Я хочу поехать в кругосветное путешествие со своей семьёй.","['Привет, чем занимаешься?', 'Привет, рада знакомству. Сейчас пока что играю со своим котенком, недавно появился.', 'Ух ты, поздравляю с появлением у тебя котенка, он ещё маленький совсем? Как зовут котенка? А я сейчас вышиваю картину, успокаиваю нервы после трудового дня.', 'Котенка зовут Мася, 5 месяцев всего. И что за картина, которую ты вышиваешь? Крестиком вышиваешь?']","Да, лебедя на пруду, а Макс и Вика мешают, как всегда, это мои дети. У тебя есть мечта? Я хочу поехать в кругосветное путешествие со своей семьёй.","Да, вышиваю крестиком лебедя на пруду, а Макс и Вика мешают, как всегда, это мои дети. У тебя есть мечта? Я хочу поехать в кругосветное путешествие со своей семьёй."
400,"Привет. Я Михаил. Как тебя зовут? Любишь готовить? Неполное высказвание: Я Александр. Да, я люблю готовить, потому что очень люблю свою жену! Она у меня хорошая! А ты?","['Привет!', 'Привет. Я Михаил. Как тебя зовут? Любишь готовить?']","Я Александр. Да, я люблю готовить, потому что очень люблю свою жену! Она у меня хорошая! А ты?","Я Александр. Да, я люблю готовить, потому что очень люблю свою жену! Она у меня хорошая! А ты любишь готовить?"
401,"Привет! Я тоже, чем увлекаешься?",['Привет! Рада познакомиться!'],"Привет. Я тоже, чем увлекаешься?","Привет. Я тоже рад познакомиться, чем увлекаешься?"
402,"Очень, у меня трое детей любят сказки на ночь.","['Привет.', 'Привет. Чем занимаешься?', 'Работаю поваром.', 'Понятно, ты работаешь поваром, а я студентка. Что любишь делать в свободное время?', 'Какое ваше хобби? Обожаю рыбалкой заниматься в свободное время.', 'Увлекаюсь туризмом, сейчас пытаюсь накопить на поездку. Любишь читать?']","Очень, у меня трое детей любят сказки на ночь.","Очень люблю читать, у меня трое детей любят сказки на ночь."
403,Понятно. А я не работаю. Готовлюсь к уезду за границу.,"['Привет. Как дела?', 'Привет, привет! Будешь ещё одним моим другом. :)) Чем больше друзей, тем лучше! Ведь дружба лечит любые душевные раны, это я как доктор говорю. А ты чем занимаешься?', 'Ок, буду еще одним твоим другом. Я каратист, занимаюсь каратэ. И ещё развожу кроликов. Ты работаешь?', 'Ну да, работаю, я и правда врач, и, кстати, очень люблю свою работу. И кроликов тоже, правда, в качестве вкусной еды.']",Понятно. А я не работаю. Готовлюсь к уезду за границу.,"Понятно, ты врач и любишь кроликов. А я не работаю. Готовлюсь к уезду за границу."
404,Тоже работаю на почте. Скоро домой. У тебя есть мечта?,"['Привет.', 'Привет.', 'Как дела?', 'Нормально дела, недавно из приюта пришла, а у тебя?']",Тоже. Ещё на почте работаю. Скоро домой. У тебя есть мечта?,У меня тоже дела нормально. Ещё на почте работаю. Скоро домой. У тебя есть мечта?
405,Я медсестра девятого разряда.,"['Привет, чем занимаешься?', 'Привет! Вот только вернулась с курсов итальянского языка. Сейчас пиццу печь буду.', 'Я медсестра девятого разряда.']",Вдохновилась на курсах)) Это что за разряд такой? Не слышала? Ты замужем? Сколько тебе лет?,Вдохновилась на курсах печь пиццу)) Девятый разряд у медсестры это что за разряд такой? Не слышала? Ты замужем? Сколько тебе лет?
406,А я стригу!,"['Привет.', 'Привет.', 'Чем заняты?', 'Как тебя зовут? Тетради проверяю.', 'Меня зовут Татьяна, а вас как зовут?', 'Я учитель. Меня зовут Елена, давай на ты.']",А я стригу! Я парикмахер. Хорошо.,"А я стригу! Я парикмахер. Хорошо, давай на ты."
407,"Да, есть ребёнок, так что семья самая настоящая!","['Привет? Как жизнь?! Э-э-э-эй...', 'Привет. Работаю сутками, мечтаю выспаться. А у тебя как жизнь?', 'Выспаться - мечты, мечты. Да так же у меня жизнь, у меня работа, спортзал я вот ещё решил посещать, весна ж скоро! Сон мне только снится. А кем работаешь? Я вот гордо зовусь, инженер.  ', 'Вот-вот, сон нам только снится. Я полицейский, работа выматывает, семье внимания не уделяю. У тебя есть семья?']","Да, есть ребёнок, так что семья самая настоящая! Ау, у тебя есть дети?","Да, у меня есть ребёнок, так что семья самая настоящая! Ау, у тебя есть дети?"
408,Круто! А кем стать хотят? Я вот буду врачом!,"['Приветики.', 'Привет.', 'Кто ты?', 'Я бабушка, а кто ты?', 'Я 12-летний школьник, живу в Пензе. А вы??', 'Я живу в Славуте и посещаю клуб, кому за 60.', 'Не люблю, когда врут, а я маленький, и все обманывают. У меня есть попугай, только ему доверяю.', 'Я очень люблю своих внуков, они примерно твоего возраста.']",Круто! А кем стать хотят? Я вот буду врачом!,"Круто, у вас есть внуки! А кем ваши внуки стать хотят? Я вот буду врачом!"
409,"Нет, у меня нет.","['Привет. У тебя есть семья? Я женат и у меня есть две дочки.', 'Привет! Есть у меня семья, но я их мало вижу. Это здорово, иметь семью и дочек.', 'Я тоже мало вижу свою семью. Работаю водителем.', 'Я полицейский и плохо сплю.', 'А ты как спишь?) Хобби есть?']",Нет. А у тебя?,Нет у меня хобби. А у тебя?
410,"Я фермер, очень люблю животных. А ты?","['Привет.', 'Привет, как дела? Настроение?', 'Кем работаешь?']","Я фермер, очень люблю животных. А ты?","Я фермер, очень люблю животных. А ты кем работаешь?"
411,"Нормально, недавно с работы пришел. А у тебя?","['Привет!', 'Привет!', 'Как дела?']","Нормально, недавно с работы пришел. А у тебя?","Дела нормально, недавно с работы пришел. А у тебя как дела?"
412,Привет. Всё отлично! А у вас как? Чем занимаетесь?,['Привет. Как дела?)'],Привет. Всё отлично! А у вас как? Чем занимаетесь?,Привет. Всё отлично! А у вас как дела? Чем занимаетесь?
413,"Я работаю переводчиком, если понадобится перевод твоей статьи на другой язык.","['Привет.', 'Привет.', 'Как дела?', 'Нормально дела, недавно из приюта пришла, а у тебя?', 'У меня тоже дела нормально. Ещё на почте работаю. Скоро домой. У тебя есть мечта?', 'Да, я люблю танцевать, мечтаю найти свою половинку в танце. Я собираюсь покормить своих попугаев, их зовут Кеша и Тоша, а у тебя есть домашние животные?', 'Ещё нет у меня домашних животных. Я хочу в Москве жить. Скоро дособираю деньги, перееду. Тогда, наверно, и заведу. Расскажи о себе. Чем занимаешься?', 'О, как это круто, я много путешествую, но в Москве пока не доводилось побывать нормально, только проездом! Чем ты занимаешься в свободное время? Я в приюте помогаю.', 'Я веду блог о косметике. Плачу ипотеку. Зимой катаюсь на горных лыжах.']","Классно, если понадобится перевод твоей статьи на другой язык, обращайся ко мне, ведь я работаю переводчиком.","Классно вести свой блог, если понадобится перевод твоей статьи на другой язык, обращайся ко мне, ведь я работаю переводчиком."
414,"Да учусь и подрабатываю в автосалоне, просто есть мечта купить машину, вот понемногу коплю. А ты?","['Привет! Рад новому знакомству! Ты откуда?', 'Привет. Момент — я человек мира, не сижу на одном месте, сегодня мой дом — Париж, а завтра Токио. А ты где живешь?', 'Я в Москве, как дела?', 'Отлично дела. Пишу бизнес-план, готовлю сырники и приседаю одновременно. Чем ты увлекаешься? ', 'У меня всё плохо: вчера расстался с девушкой, мы с ней вместе в медицинском институте учимся. Вот не везёт мне с девушками, я вот блондин, высокий, красивый, а толку с моей красоты? Я увлекаюсь футболом и очень люблю пить пиво, а лучше всего совместить футбол и пиво.', 'Не грусти, а то бюджет не будет расти. Расставание - это плохо, я умею любить, поэтому всегда переживаю невзаимность. Где ты работаешь?']","Да учусь и подрабатываю в автосалоне, просто есть мечта купить машину, вот понемногу коплю. А ты?","Да учусь и подрабатываю в автосалоне, просто есть мечта купить машину, вот понемногу коплю. А ты где работаешь?"
415,И как оно?,"['Здравствуйте.', 'Привет!', 'Как вы? Чем занимаетесь?', 'Я отлично! В данный момент оберегаю рыбок от своей кошки, а ты чем занимаешься?', 'Я тоже хорошо. Готовлю сейчас тирамису. Чем вообще занимаетесь?', 'О! Здорово, вы готовите тирамису! Я тоже очень люблю готовить. Вообще просто живу, наслаждаюсь. Мечтаю о жизни в Европе просто.', 'А я жила в Лондоне раньше.']",И как оно? По работе?,"И как оно, жить в Лондоне? По работе вы были в Лондоне?"
416,"У меня есть животные, три кошки персидской породы. Очень приятно познакомиться! Кем работаешь, Артем?","['Привет.', 'Привет.', 'У тебя есть животные? У меня есть кот.', 'Я Катя, как тебя зовут?', 'Меня зовут Артем.', 'Да, у меня есть животные, три кошки персидской породы. Очень приятно познакомиться! Кем работаешь, Артем?']","Класс, я учусь в школе, а ты где?","Класс, у тебя три кошки, я учусь в школе, а ты где?"
417,И мне тоже!,"['Привет)) Как дела?', 'Привет! Дела отлично! Обедаю. :) А у тебя как дела?', 'У меня тоже всё ок. Приятного аппетита тебе! А что ты ешь?', 'Ем супчик-пюре с грибами. Внучка такой суп очень любит.', 'Вай, здорово, ты ешь суп-пюре с грибами! А я плов люблю больше всего! А как тебя зовут? Кем работаешь?', 'Плов - отличная вещь! У нас в кафе плов шикарно готовят. Я здесь в кафе администратором работаю. А ты кем работаешь? Где живёшь? Холодно у вас? А я представиться забыл, меня зовут Павел.', 'А я работаю татуировщиком, живу в Брянске. Сегодня с двумя своими собаками гулял на улице. Вроде потеплело у нас. Очень приятно познакомиться, а меня зовут Кирилл. А ты по мимо работы чем-нибудь увлекаешься?', 'Ого, ты татуировщик! Татуировщик это очень интересная профессия! И собаки у тебя есть, завидую! Сам я вот не могу завести собаку. Зато я машину обновил, машину выгуливаю. Я прогулки по набережной очень люблю. Живу в Геленджике, у нас в Геленджике даже зимой приятно гулять.', 'Геленджик - это круто! Ни разу не был у вас в Геленджике. Может, как-нибудь заеду в Геленджик, вот только волосы перекрашу в нормальный цвет, а то сейчас у меня волосы синего цвета. Боюсь, что ваши южные ребята не поймут того, что у меня синие волосы. А у тебя есть хобби какое-нибудь?', 'Ох, да ты вообще экстремал! У тебя тату, синие волосы! Для меня тату и синие волосы это нереально! Я не имею хобби, я спокойный человек. По вечерам люблю иногда посидеть, составляю кроссворды. Потом жена разгадывает мои кроссворды.', 'Да, я люблю экспериментировать, но в пределах разумного люблю экспериментировать, конечно, а так я человек энергичный, дома сидеть мне скучно. Я увлекаюсь танцами и стараюсь как можно чаще танцы посещать. Ладно, мне как раз на тренировку уже пора, а то опоздаю. Было приятно пообщаться.']",И мне тоже! Удачи!,И мне тоже было приятно пообщаться! Удачи!
418,Отлично. Чем занимаешься?,"['Привет.', 'Привет! Как поживаешь?']",Отлично. Чем занимаешься?,Отлично поживаю. Чем занимаешься?
419,"У меня есть собака, а у тебя?","['Привет, что делаешь?', 'Привет. Я кормлю рыбок. А ты что делаешь?', 'Я танцую)', 'Чем ты увлекаешься?', 'Кто ты по профессии?', 'Я инженер, а ты кто по профессии?', 'А я ветеринар.', 'О чём ты мечтаешь?', 'Мечтаю научиться плавать нормально, а ты о чем мечтаешь?', 'Мечтаю открыть свою библиотеку.', 'Хорошая мечта открыть библиотеку!', 'Ты одинок? Или одинока?']","У меня собака есть, а ты?","У меня собака есть, а ты одинок?"
420,"Танцы - это не так просто, как кажется. О много где, в Китае, например.","['Привет.', 'Привет.', 'Мне 9 лет. Я школьник. А кто Вы?', 'А я уже взрослый дядька. Я танцор, тебе уже можно записаться на танцы.', 'Где работаешь?', 'Ты любишь танцевать?', 'Не очень люблю танцевать.', 'Я обучаю танцам, могу тебя научить танцевать.', 'Больше люблю играть, чем танцевать.', 'А я отдыхать люблю, потому что я много работаю.', 'Путешествие. Где Вы были?']","Танцы - это не так просто, как кажется. О много где, в Китае, например.","Танцы - это не так просто, как кажется. О я много где был, я был в Китае, например."
421,"Ээ, у вас точно работа не скучная.","['Привет! Как дела?', 'У меня красный нос, и я умею играть на дудке, а вы кто?', 'Скучно мне в морге :(( у патологоанатомов не весёлая работа :(( Поэтому приходится много бухать.', 'Ого! Вот это работа у вас, патологоанатом! Нервы для этой работы нужны железные.', 'И пришлось под коньяк научиться хорошо готовить шашлык. А вы кем работаете?', 'Отличное умение, готовить шашлык под коньяк, только пить надо меньше. Я профессиональный любовник. Очень люблю петь, даже под магнитофон.', 'Ээ, у вас точно работа не скучная.']",Не надо завидовать.,Не надо завидовать моей работе.
422,Здравствуйте! Вы откуда? Чем занимаетесь?,"['Привет!', 'Любишь животных?']","Здравствуйте! Вы откуда? Чем занимаетесь?! Да, у меня целых три собаки! Очень люблю даже детей тоже трое - они все ладят. А вы любите?","Здравствуйте! Вы откуда? Чем занимаетесь?! Да, я люблю животных, у меня целых три собаки! Очень люблю даже детей тоже трое - они все ладят. А вы любите?"
423,"Нет, не работаю, супруга пашет, аллергия на кошек жуть.","['Привет. Чем увлекаешься?', 'Привет. Люблю готовить и своих 3-х внуков. А ты что любишь?', 'Люблю свою супругу и собак.', 'Ты любишь пиццу? Я люблю с грибами.', 'Не люблю пиццу, но я хорошо готовлю пасту.', 'У меня лишний вес, хочу похудеть. Работаешь?']","Нет, не работаю, супруга пашет. У меня аллергия на кошек жуть.","Нет, не работаю, моя супруга пашет. У меня аллергия на кошек жуть."
424,"Люблю путешествовать, на выходных люблю на машине выходного дня прокатится куда-нибудь. У меня несколько машин.","['Привет, рад знакомству, как твои дела?', 'Привет, тоже рад знакомству, у меня всё хорошо, как твои дела?', 'Ну, у человека, у которого двое детей, дела могут идти только отлично. А с кем ты живешь?', 'Это хорошо, что дела отлично! Я живу с женой, всё супер.', 'А чем любишь заниматься? Я вот порой люблю отвлечься от дел и поиграть в игры на компьютере.', 'Люблю путешествовать, на выходных люблю на машине выходного дня прокатится куда-нибудь. У меня несколько машин.']","Круто! Это как с детьми иногда на рыбалку ездим, показывающим своё хобби. А у тебя есть хобби? Может, разводишь что-нибудь? Наверное, ты богат, раз несколько машин, эх, мне бы военному выдавали бы за заслуги.","Круто, несколько машин иметь! Это как с детьми иногда на рыбалку ездим, показывающим своё хобби. А у тебя есть хобби? Может, разводишь что-нибудь? Наверное, ты богат, раз несколько машин, эх, мне бы военному выдавали бы за заслуги."
425,"Я тоже люблю слушать музыку: раньше играл на гитаре, сейчас нет! Предпочитаю активный образ жизни: велосипед, прогулки.","['Привет.', 'Привет, чем занимаешься?', 'Сейчас практикуюсь игре на гитаре, уж очень увлекло меня играть на гитаре. А вы чем занимаетесь?']","Я тоже люблю слушать музыку: раньше играл на гитаре, сейчас нет! Предпочитаю активный образ жизни: велосипед, прогулки.","Я тоже люблю слушать музыку: раньше играл на гитаре, сейчас не играю на гитаре! Предпочитаю активный образ жизни: велосипед, прогулки."
426,Уууу-ух! Интересно?,"['Приветик, я спортсмен, работаю тренером. Тренерую детей и взрослых. А ты чем занимаешься? У тебя есть щенок?', 'Привет! А я играю в игры, люблю спать и есть и люблю сериалы. В общем, совершенная противоположность тебе. Домашних животных у меня нет, а у тебя есть домашние животные?', 'Я очень люблю животных, я летом купил бы щенка.', 'С собакой можно и на пробежки выходить, обязательно покупай щенка.', 'Какие сериалы любишь смотреть? ', 'Разные, главное, чтоб сериалы были не нервные, а то я сам по себе очень нервный, не люблю усугублять. А твои увлечения? Музыка? Кино?', 'Я сейчас смотрю игры юрского периода.']",Уууу-ух! Интересно?,Уууу-ух! Игры юрского периода это интересно?
427,"Семьи нет ещё, как и времени свободного из-за работы, но есть любовь всей жизни, кроме машины - это охота.","['Здорова.', 'Привет, бро!', 'Как делища?', 'Всё супер! У тебя как дела? Как твоя семья?', 'Везёт тебе, что у тебя все супер, а я еду в маршрутке. Любимая ласточка у меня сломалась, и в маршрутке играет тупая музыка, нет среди музыки в маршрутке любимого КИШа.', 'Афигеть, твоя ласточка сломалась, вот это ты попал. Может тебе помочь чем?', 'Да не, всё нормуль, осталось немного перетерпеть. После работы можно пивка бахнуть и доживать до выходных.', 'О братан, я только за то, чтобы бахнуть пивка!']","Семьи нет ещё, как и времени свободного из-за работы, но есть любовь всей жизни, кроме машины - это охота.","Семьи у меня нет ещё, как и времени свободного из-за работы, но у меня есть любовь всей жизни, кроме любви к машине - это охота."
428,"Да, конечно. Ещё люблю рисовать и очень люблю Индию.","['Привет.', 'Привет. Чем занимаешься?', 'Пеку торт! А вы чем занимаетесь?', 'Я смотрю комедию. А что за торт печете?', 'Пеку вкусный торт. Любите фильмы?', 'Да, люблю фильмы, особенно комедии.', 'Выходной у вас или вы на работе?', 'Я учусь.', 'На кого вы учитесь?', 'Учусь на хирурга. А вы учитесь?', 'Я работаю учителем и я очень справедливый.', 'Хорошая профессия учитель. А что за предмет преподаете?', 'Люблю справедливость. Науку преподаю. На каком вы курсе?', 'Третий курс постигаю, вы животных любите?']","Да, конечно. Ещё люблю рисовать и очень люблю Индию. Пора идти, всего.","Да, конечно, люблю животных. Ещё люблю рисовать и очень люблю Индию. Пора идти, всего."
429,"Я помощник на кухне, до повара ещё далеко. Мечтаю научиться готовить. А домашние животные у вас есть?","['Добрый день!', 'Добрый день!', 'Чем занимаетесь?', 'У меня сейчас перерыв на работе. А вы чем занимаетесь?', 'А я уже на пенсии! Вот лазаю в одноклассниках.', 'О, отдыхаете на пенсии?', 'Думаю, может, найду себе пару на старость лет в одноклассниках. А то я уже один 3 года, супруга умерла.', 'А я в интернете смотрю, что нового из литературы появилось. Очень люблю читать.', 'Кем работаете?']","Я помощник на кухне, до повара ещё далеко. Мечтаю научиться готовить. А домашние животные у вас есть? Чтоб не так одиноко было.","Я помощник на кухне, до повара мне ещё далеко. Мечтаю научиться готовить. А домашние животные у вас есть? Чтоб не так одиноко было."
430,"Привет, отлично, гуляю с подругами. А у тебя как дела? Неполное высказвание: Да тоже неплохо, вот скоро пойду на пенсию. Я так рада. Расскажи немного о себе. Вот откуда ты?","['Привет, как дела?', 'Привет, отлично, гуляю с подругами. А у тебя как дела?']","Да тоже неплохо, вот скоро пойду на пенсию. Я так рада. Расскажи немного о себе. Вот откуда ты?","Да тоже неплохо дела, вот скоро пойду на пенсию. Я так рада. Расскажи немного о себе. Вот откуда ты?"
431,"Все в том же блоге снимаю видео-уроки: как делать нет, нет кошек, но в детстве были хомяки.","['Привет! Познакомимся?', 'Привет. Давай познакомимся. Расскажи о себе, ты откуда?', 'О, я человек мира, родился в Москве, но так люблю путешествовать, что связал с этим жизнь, а ты чем занимаешься?', 'Классно, я в Москве была только один раз, очень понравилось. Сама мечтаю больше путешествовать, особенно хочу в Рим. Ты там был?', 'Да, я жил неделю в Риме. Можешь посмотреть у меня на ютубе, я блог записал оттуда. Какие хобби у тебя есть?', 'Я искусствовед, очень люблю музеи, потому и пошла учиться на такую специальность. Раз ты любишь путешествовать, любишь ли ходить в музеи в новых местах?', 'Обычно нет не хожу в музеи, там всегда так много народа. Предпочитаю туры на сайтах.', 'Я люблю рисовать, посткроссинг, плаваю по вечерам в бассейне. А у тебя какие хобби? Нравится ли тебе живопись?', 'С живописью не очень люблю, я пою, пародирую певцов, говорят, неплохо получается, а ещё вяжу крючком и делаю пп- конфеты ручной работы.', 'У тебя, наверное, нет домашних животных, так как ты часто переезжаешь? Не одиноко? Я без своих трёх кошек не могу жить. Я люблю Ван Гога, думала, ты видел его картины в живую. Хотела спросить о впечатлениях, 3D-туры по музеям - это тоже интересно. Твои работы крючком можно где-то посмотреть?']","Все в том же блоге снимаю видео-уроки: как делать нет, нет кошек, но в детстве были хомяки.","Мои работы можно посмотреть все в том же блоге, снимаю видео-уроки: как делать нет, нет кошек, но в детстве были хомяки."
432,"Здорово! Да, играю в ноут, в основном, либо гуляю.","['Привет.', 'Привет.', 'Расскажи о себе, чем ты увлекаешься?', 'Я учусь, люблю гулять, общаться с друзьями. А ты? Чем увлекаешься?', 'Я меломан, очень часто хожу на концерты, в музыке предпочитаю джаз. А у тебя есть домашние животные?', 'У меня нет животных, но в будущем хочу завести собаку, типа хаски. А у тебя есть?', 'У меня есть собака, на улице подобрала, и он вырос мне верным другом, чем любишь по вечерам заниматься?']","Здорово! Да, играю в ноут, в основном, либо гуляю.","Здорово - собака верный верный друг! Да, играю в ноут, в основном, либо гуляю."
433,О! Поздравляю с предстоящей свадьбой!,"['Привет. Как дела?', 'Привет, всё ок.', 'Познакомимся? Чем занимаешься? Я из Тюмени.', 'Я Игорь, я бизнесмен, и у меня скоро свадьба.']",О! Поздравляю!,О! Поздравляю со свадьбой!
434,"Неее, точно не меня! Мне по барам сейчас некогда - учёба. А вот летом... Сейчас только в кино иногда успеваю выбраться. А ты любитель посидеть в баре?","['Привет!', 'Приветствую! Это я не тебя в баре видел на той неделе.', 'Как дела? Чем занимаетесь?', 'Хей, приятель.']","Неее, точно не меня! Мне по барам сейчас ходить некогда - учёба. А вот летом... Сейчас только в кино иногда успеваю выбраться. А ты любитель посидеть в баре?","Неее, точно не меня видел! Мне по барам сейчас ходить некогда - учёба. А вот летом... Сейчас только в кино иногда успеваю выбраться. А ты любитель посидеть в баре?"
435,Вы один живёте или с кем-то?,"['Здравствуйте! Как вас зовут?', 'Добрый вечер, меня зовут Сергей, как Вас зовут? Чему увлекаетесь?', 'Я Александра, живу в Санкт-Петербурге. Я увлекаюсь танцами и работаю в направлении своего хобби. А вы откуда и чем увлекаетесь?', 'Здорово, я тоже в Санкт-Петербурге живу. Моё увлечение - моя работа, я фотографирую красивые пейзажи. В свободное время люблю играть, вы играете во что-нибудь?', 'Нет, не особо люблю играть. В свободное время я пытаюсь научиться готовить, но пока у меня не получается...', 'Глупый вопрос насчёт игр, просто я в последнее время подсел на игру покемоны, может, слышали о такой.']",Вы один живёте или с кем-то? Да что-то такое слышала.,Вы один живёте или с кем-то? Да что-то такое слышала о игре покемоны.
436,Могу нарисовать ваш семейный портрет.,"['Привет, ты учишься или работаешь?', 'Привет! Ты случайно не человек-паук? А то я очень боюсь пауков.', 'Нет, к твоему счастью, я не человек-паук, я студент.', 'Ни учусь, ни работаю, я просто мечтаю увидеть океан.', 'У меня большая семья, сестра и братья.', 'Мечтаю поехать к океану, сесть на берегу и кушать мороженое. Хорошо, что у меня нет детей и я могу это реализовать. Везёт тебе, у тебя большая семья!', 'Дети не помеха поехать к океаку.', 'Могу нарисовать ваш семейный портрет.']",Здорово!,"Здорово, можешь нарисовать наш семейный портрет!"
437,"Да, у меня есть хобби. Я люблю готовить.","['Привет.', 'Привет!', 'Можешь рассказать о себе?', 'Я преподаю математику.', 'Ты работаешь учителем?', 'У меня двое детей, близняшки. Да, работаю учителем математики.', 'Я тоже работаю учительницей по иностранному языку.', 'О да круто, вы тоже учитель! Какой язык преподаете?', 'Мне очень нравится работа учителем иностранного языка, потому что я много путешествую по разным странам. Я очень люблю путешествовать. Я преподаю английский язык. Ещё у меня есть хобби.', 'Какое хобби у вас?', 'Я очень люблю рисовать. А у тебя есть хобби?', 'Да, у меня есть хобби. Я люблю готовить.']",Это здорово!,Готовить это здорово!
438,"Да, очень.","['Привет.', 'Доброго здоровья Вам!', 'Приятно познакомиться.', 'Я Наталья.', 'Откуда Вы? Вы из города или из деревни?', 'Я из города Комсомольск на Амуре, а вы расскажите о себе.', 'Я из Подмосковья, я живу в деревне. Я давно ушёл на пенсию и вот теперь пенсионер. Радуюсь жизни. У меня всё есть что надо. ', 'Нет, я не замужем, люблю рисовать, работаю в магазине. Люблю попугаев. У меня есть маленький сын 6 лет.', 'Дети - это прекрасно. И попугаи тоже прекрасно. Я женат уже давно. Живу с женой. Часто приезжают дети. Дети привозят внуков. У меня 4 внука. Что рисуете? Рисуете красками или карандашом?', 'Красками рисую, в основном природу люблю рисовать.', 'Природа бесподобна. Природа красива всегда! Наверное, часто гуляете с сыном на природе?', 'Да-да, в основном по вечерам, когда уже солнце садится, гуляем, любуемся красотой.', 'А после прогулки у вашего сына просыпается аппетит? Помню себя в детстве. Всегда любил поесть суп. Вот сейчас жена постоянно готовит. Я люблю супы моей жены. А Вы любите супы?']","Да, очень.","Да, очень люблю супы."
